date,product,units_sold,price,stock_level
2010-04-21,ASSORTED COLOUR BIRD ORNAMENT,80,1.67,1745
2010-04-22,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,1705
2010-04-23,ASSORTED COLOUR BIRD ORNAMENT,56,1.84,1649
2010-04-24,ASSORTED COLOUR BIRD ORNAMENT,0,1.84,1649
2010-04-25,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,1625
2010-04-26,ASSORTED COLOUR BIRD ORNAMENT,248,1.54,1377
2010-04-27,ASSORTED COLOUR BIRD ORNAMENT,206,1.81,1171
2010-04-28,ASSORTED COLOUR BIRD ORNAMENT,165,1.76,1006
2010-04-29,ASSORTED COLOUR BIRD ORNAMENT,224,1.52,782
2010-04-30,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,766
2010-05-01,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,766
2010-05-02,ASSORTED COLOUR BIRD ORNAMENT,60,1.69,706
2010-05-03,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,706
2010-05-04,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,2064
2010-05-05,ASSORTED COLOUR BIRD ORNAMENT,112,1.69,1952
2010-05-06,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,1920
2010-05-07,ASSORTED COLOUR BIRD ORNAMENT,104,1.69,1816
2010-05-08,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1816
2010-05-09,ASSORTED COLOUR BIRD ORNAMENT,62,1.69,1754
2010-05-10,ASSORTED COLOUR BIRD ORNAMENT,64,1.69,1690
2010-05-11,ASSORTED COLOUR BIRD ORNAMENT,72,1.69,1618
2010-05-12,ASSORTED COLOUR BIRD ORNAMENT,422,1.63,1196
2010-05-13,ASSORTED COLOUR BIRD ORNAMENT,104,1.69,1092
2010-05-14,ASSORTED COLOUR BIRD ORNAMENT,56,1.69,1036
2010-05-15,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1036
2010-05-16,ASSORTED COLOUR BIRD ORNAMENT,205,1.5,831
2010-05-17,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,791
2010-05-18,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,2072
2010-05-19,ASSORTED COLOUR BIRD ORNAMENT,72,1.69,2000
2010-05-20,ASSORTED COLOUR BIRD ORNAMENT,96,1.69,1904
2010-05-21,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,1888
2010-05-22,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1888
2010-05-23,ASSORTED COLOUR BIRD ORNAMENT,35,1.69,1853
2010-05-24,ASSORTED COLOUR BIRD ORNAMENT,120,1.79,1733
2010-05-25,ASSORTED COLOUR BIRD ORNAMENT,82,1.69,1651
2010-05-26,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,1611
2010-05-27,ASSORTED COLOUR BIRD ORNAMENT,286,1.56,1325
2010-05-28,ASSORTED COLOUR BIRD ORNAMENT,24,2.19,1301
2010-05-29,ASSORTED COLOUR BIRD ORNAMENT,0,2.19,1301
2010-05-30,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,1293
2010-05-31,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1293
2010-06-01,ASSORTED COLOUR BIRD ORNAMENT,97,1.69,1999
2010-06-02,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,1967
2010-06-03,ASSORTED COLOUR BIRD ORNAMENT,56,1.69,1911
2010-06-04,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,1887
2010-06-05,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1887
2010-06-06,ASSORTED COLOUR BIRD ORNAMENT,100,1.69,1787
2010-06-07,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,1763
2010-06-08,ASSORTED COLOUR BIRD ORNAMENT,112,1.69,1651
2010-06-09,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,1611
2010-06-10,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,1587
2010-06-11,ASSORTED COLOUR BIRD ORNAMENT,48,1.69,1539
2010-06-12,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1539
2010-06-13,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,1523
2010-06-14,ASSORTED COLOUR BIRD ORNAMENT,288,1.56,1235
2010-06-15,ASSORTED COLOUR BIRD ORNAMENT,32,2.06,2064
2010-06-16,ASSORTED COLOUR BIRD ORNAMENT,80,1.69,1984
2010-06-17,ASSORTED COLOUR BIRD ORNAMENT,137,1.69,1847
2010-06-18,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1847
2010-06-19,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1847
2010-06-20,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,1815
2010-06-21,ASSORTED COLOUR BIRD ORNAMENT,44,1.69,1771
2010-06-22,ASSORTED COLOUR BIRD ORNAMENT,24,2.19,1747
2010-06-23,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,1707
2010-06-24,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,1667
2010-06-25,ASSORTED COLOUR BIRD ORNAMENT,64,1.88,1603
2010-06-26,ASSORTED COLOUR BIRD ORNAMENT,0,1.88,1603
2010-06-27,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,1563
2010-06-28,ASSORTED COLOUR BIRD ORNAMENT,168,1.45,1395
2010-06-29,ASSORTED COLOUR BIRD ORNAMENT,248,1.54,1848
2010-06-30,ASSORTED COLOUR BIRD ORNAMENT,52,1.69,1796
2010-07-01,ASSORTED COLOUR BIRD ORNAMENT,128,1.69,1668
2010-07-02,ASSORTED COLOUR BIRD ORNAMENT,96,1.49,1572
2010-07-03,ASSORTED COLOUR BIRD ORNAMENT,0,1.49,1572
2010-07-04,ASSORTED COLOUR BIRD ORNAMENT,0,1.49,1572
2010-07-05,ASSORTED COLOUR BIRD ORNAMENT,360,1.48,1212
2010-07-06,ASSORTED COLOUR BIRD ORNAMENT,144,1.69,1068
2010-07-07,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,1052
2010-07-08,ASSORTED COLOUR BIRD ORNAMENT,18,1.69,1034
2010-07-09,ASSORTED COLOUR BIRD ORNAMENT,224,1.63,810
2010-07-10,ASSORTED COLOUR BIRD ORNAMENT,0,1.63,810
2010-07-11,ASSORTED COLOUR BIRD ORNAMENT,112,1.69,698
2010-07-12,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,698
2010-07-13,ASSORTED COLOUR BIRD ORNAMENT,112,1.8,1919
2010-07-14,ASSORTED COLOUR BIRD ORNAMENT,56,2.12,1863
2010-07-15,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,1823
2010-07-16,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,1791
2010-07-17,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1791
2010-07-18,ASSORTED COLOUR BIRD ORNAMENT,160,1.45,1631
2010-07-19,ASSORTED COLOUR BIRD ORNAMENT,272,1.52,1359
2010-07-20,ASSORTED COLOUR BIRD ORNAMENT,72,1.69,1287
2010-07-21,ASSORTED COLOUR BIRD ORNAMENT,240,1.53,1047
2010-07-22,ASSORTED COLOUR BIRD ORNAMENT,408,1.69,639
2010-07-23,ASSORTED COLOUR BIRD ORNAMENT,23,1.69,616
2010-07-24,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,616
2010-07-25,ASSORTED COLOUR BIRD ORNAMENT,28,1.69,588
2010-07-26,ASSORTED COLOUR BIRD ORNAMENT,216,1.69,372
2010-07-27,ASSORTED COLOUR BIRD ORNAMENT,112,1.69,1616
2010-07-28,ASSORTED COLOUR BIRD ORNAMENT,232,1.52,1384
2010-07-29,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,1352
2010-07-30,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1352
2010-07-31,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1352
2010-08-01,ASSORTED COLOUR BIRD ORNAMENT,29,1.69,1323
2010-08-02,ASSORTED COLOUR BIRD ORNAMENT,80,1.69,1243
2010-08-03,ASSORTED COLOUR BIRD ORNAMENT,72,1.69,1171
2010-08-04,ASSORTED COLOUR BIRD ORNAMENT,56,1.69,1115
2010-08-05,ASSORTED COLOUR BIRD ORNAMENT,40,1.69,1075
2010-08-06,ASSORTED COLOUR BIRD ORNAMENT,264,1.69,811
2010-08-07,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,811
2010-08-08,ASSORTED COLOUR BIRD ORNAMENT,136,1.69,675
2010-08-09,ASSORTED COLOUR BIRD ORNAMENT,72,1.69,603
2010-08-10,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1965
2010-08-11,ASSORTED COLOUR BIRD ORNAMENT,192,1.55,1773
2010-08-12,ASSORTED COLOUR BIRD ORNAMENT,486,1.49,1287
2010-08-13,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,1279
2010-08-14,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1279
2010-08-15,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1279
2010-08-16,ASSORTED COLOUR BIRD ORNAMENT,72,1.69,1207
2010-08-17,ASSORTED COLOUR BIRD ORNAMENT,192,1.49,1015
2010-08-18,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,983
2010-08-19,ASSORTED COLOUR BIRD ORNAMENT,64,1.69,919
2010-08-20,ASSORTED COLOUR BIRD ORNAMENT,48,1.94,871
2010-08-21,ASSORTED COLOUR BIRD ORNAMENT,0,1.94,871
2010-08-22,ASSORTED COLOUR BIRD ORNAMENT,256,1.54,615
2010-08-23,ASSORTED COLOUR BIRD ORNAMENT,56,1.69,559
2010-08-24,ASSORTED COLOUR BIRD ORNAMENT,648,1.48,1408
2010-08-25,ASSORTED COLOUR BIRD ORNAMENT,56,1.69,1352
2010-08-26,ASSORTED COLOUR BIRD ORNAMENT,168,1.83,1184
2010-08-27,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,1168
2010-08-28,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1168
2010-08-29,ASSORTED COLOUR BIRD ORNAMENT,56,1.69,1112
2010-08-30,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1112
2010-08-31,ASSORTED COLOUR BIRD ORNAMENT,72,1.69,1040
2010-09-01,ASSORTED COLOUR BIRD ORNAMENT,48,1.94,992
2010-09-02,ASSORTED COLOUR BIRD ORNAMENT,288,1.56,704
2010-09-03,ASSORTED COLOUR BIRD ORNAMENT,552,1.62,152
2010-09-04,ASSORTED COLOUR BIRD ORNAMENT,0,1.62,152
2010-09-05,ASSORTED COLOUR BIRD ORNAMENT,3,1.69,149
2010-09-06,ASSORTED COLOUR BIRD ORNAMENT,25,1.69,124
2010-09-07,ASSORTED COLOUR BIRD ORNAMENT,24,2.19,1532
2010-09-08,ASSORTED COLOUR BIRD ORNAMENT,160,1.45,1372
2010-09-09,ASSORTED COLOUR BIRD ORNAMENT,64,1.69,1308
2010-09-10,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,1292
2010-09-11,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1292
2010-09-12,ASSORTED COLOUR BIRD ORNAMENT,98,1.69,1194
2010-09-13,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,1162
2010-09-14,ASSORTED COLOUR BIRD ORNAMENT,104,1.69,1058
2010-09-15,ASSORTED COLOUR BIRD ORNAMENT,203,1.5,855
2010-09-16,ASSORTED COLOUR BIRD ORNAMENT,128,1.69,727
2010-09-17,ASSORTED COLOUR BIRD ORNAMENT,128,1.51,599
2010-09-18,ASSORTED COLOUR BIRD ORNAMENT,0,1.51,599
2010-09-19,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,575
2010-09-20,ASSORTED COLOUR BIRD ORNAMENT,131,1.69,444
2010-09-21,ASSORTED COLOUR BIRD ORNAMENT,917,1.49,805
2010-09-22,ASSORTED COLOUR BIRD ORNAMENT,104,1.81,701
2010-09-23,ASSORTED COLOUR BIRD ORNAMENT,320,1.69,381
2010-09-24,ASSORTED COLOUR BIRD ORNAMENT,220,1.57,161
2010-09-25,ASSORTED COLOUR BIRD ORNAMENT,0,1.57,161
2010-09-26,ASSORTED COLOUR BIRD ORNAMENT,100,1.69,61
2010-09-27,ASSORTED COLOUR BIRD ORNAMENT,80,1.69,0
2010-09-28,ASSORTED COLOUR BIRD ORNAMENT,136,2.04,0
2010-09-29,ASSORTED COLOUR BIRD ORNAMENT,368,1.48,0
2010-09-30,ASSORTED COLOUR BIRD ORNAMENT,0,1.48,0
2010-10-01,ASSORTED COLOUR BIRD ORNAMENT,79,1.69,0
2010-10-02,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,0
2010-10-03,ASSORTED COLOUR BIRD ORNAMENT,110,1.69,0
2010-10-04,ASSORTED COLOUR BIRD ORNAMENT,152,1.77,0
2010-10-05,ASSORTED COLOUR BIRD ORNAMENT,344,1.65,1070
2010-10-06,ASSORTED COLOUR BIRD ORNAMENT,0,1.65,1070
2010-10-07,ASSORTED COLOUR BIRD ORNAMENT,161,1.69,909
2010-10-08,ASSORTED COLOUR BIRD ORNAMENT,16,2.44,893
2010-10-09,ASSORTED COLOUR BIRD ORNAMENT,0,2.44,893
2010-10-10,ASSORTED COLOUR BIRD ORNAMENT,80,1.69,813
2010-10-11,ASSORTED COLOUR BIRD ORNAMENT,216,1.69,597
2010-10-12,ASSORTED COLOUR BIRD ORNAMENT,886,1.49,0
2010-10-13,ASSORTED COLOUR BIRD ORNAMENT,385,1.49,0
2010-10-14,ASSORTED COLOUR BIRD ORNAMENT,536,1.48,0
2010-10-15,ASSORTED COLOUR BIRD ORNAMENT,130,1.69,0
2010-10-16,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,0
2010-10-17,ASSORTED COLOUR BIRD ORNAMENT,124,1.69,0
2010-10-18,ASSORTED COLOUR BIRD ORNAMENT,56,1.69,0
2010-10-19,ASSORTED COLOUR BIRD ORNAMENT,72,1.86,1405
2010-10-20,ASSORTED COLOUR BIRD ORNAMENT,200,1.5,1205
2010-10-21,ASSORTED COLOUR BIRD ORNAMENT,80,1.69,1125
2010-10-22,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,1109
2010-10-23,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,1109
2010-10-24,ASSORTED COLOUR BIRD ORNAMENT,72,1.69,1037
2010-10-25,ASSORTED COLOUR BIRD ORNAMENT,152,1.69,885
2010-10-26,ASSORTED COLOUR BIRD ORNAMENT,165,1.69,720
2010-10-27,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,696
2010-10-28,ASSORTED COLOUR BIRD ORNAMENT,168,1.76,528
2010-10-29,ASSORTED COLOUR BIRD ORNAMENT,354,1.62,174
2010-10-30,ASSORTED COLOUR BIRD ORNAMENT,0,1.62,174
2010-10-31,ASSORTED COLOUR BIRD ORNAMENT,176,1.69,0
2010-11-01,ASSORTED COLOUR BIRD ORNAMENT,48,1.69,0
2010-11-02,ASSORTED COLOUR BIRD ORNAMENT,336,1.58,964
2010-11-03,ASSORTED COLOUR BIRD ORNAMENT,120,1.69,844
2010-11-04,ASSORTED COLOUR BIRD ORNAMENT,284,1.55,560
2010-11-05,ASSORTED COLOUR BIRD ORNAMENT,48,1.69,512
2010-11-06,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,512
2010-11-07,ASSORTED COLOUR BIRD ORNAMENT,156,1.69,356
2010-11-08,ASSORTED COLOUR BIRD ORNAMENT,88,1.83,268
2010-11-09,ASSORTED COLOUR BIRD ORNAMENT,179,1.69,89
2010-11-10,ASSORTED COLOUR BIRD ORNAMENT,1173,1.49,0
2010-11-11,ASSORTED COLOUR BIRD ORNAMENT,256,1.74,0
2010-11-12,ASSORTED COLOUR BIRD ORNAMENT,880,1.65,0
2010-11-13,ASSORTED COLOUR BIRD ORNAMENT,0,1.65,0
2010-11-14,ASSORTED COLOUR BIRD ORNAMENT,128,1.69,0
2010-11-15,ASSORTED COLOUR BIRD ORNAMENT,92,1.82,0
2010-11-16,ASSORTED COLOUR BIRD ORNAMENT,452,1.58,1155
2010-11-17,ASSORTED COLOUR BIRD ORNAMENT,197,1.75,958
2010-11-18,ASSORTED COLOUR BIRD ORNAMENT,326,1.61,632
2010-11-19,ASSORTED COLOUR BIRD ORNAMENT,129,1.69,503
2010-11-20,ASSORTED COLOUR BIRD ORNAMENT,0,1.69,503
2010-11-21,ASSORTED COLOUR BIRD ORNAMENT,280,1.55,223
2010-11-22,ASSORTED COLOUR BIRD ORNAMENT,176,1.76,47
2010-11-23,ASSORTED COLOUR BIRD ORNAMENT,420,1.66,0
2010-11-24,ASSORTED COLOUR BIRD ORNAMENT,43,1.69,0
2010-11-25,ASSORTED COLOUR BIRD ORNAMENT,160,1.69,0
2010-11-26,ASSORTED COLOUR BIRD ORNAMENT,81,1.84,0
